"Client","Campaign Name","Sent Date","Total Recipients","Opens","Open Rate","Clicks","Click Rate","CTR","Bounces","Unsubscriptions","Spam Complaints","Tags","Email Format","Time","Subject","Employment Status","Topic","Product Type","Date Entered","MoAf","Day","Covid","Size","Subject Length","Punctuation","lastChar","Duplicate","Techniques"
"St Joseph Hospital","St_Jude_Memorial_Fnd_Bequest_2021-07-16",2021-07-16,3099,587,20.46,12,0.42,2.04,230,10,6,NA,NA,NA,"Two rewarding ways to give back","Inactive","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Small",31,"No","No Punctuation","No","No"
"Stanford","Stanford e-Techniques Summer 2010",2010-07-22,725,146,20.48,51,7.15,34.93,12,4,2,NA,NA,NA,"e-Techniques, Summer 2010","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",25,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 3Q 2010",2010-09-29,720,142,19.92,48,6.73,33.8,7,4,1,NA,NA,NA,"e-Techniques, 3rd Quarter 2010","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",30,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 1Q 2011",2011-03-28,713,156,22.38,39,5.6,25,16,3,1,NA,NA,NA,"e-Techniques, 1st Quarter 2011","Inactive","Trusts","Professional
Advisor
Newsletter",NA,NA,"Monday","Pre-COVID","Small",30,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2Q 2011",2011-06-27,713,181,25.82,60,8.56,33.15,12,1,0,NA,NA,NA,"Stanford University e-Techniques, 2nd Quarter 2011","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Monday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 4Q 2011",2011-12-01,706,182,27.49,83,12.54,45.6,44,0,0,NA,NA,NA,"Stanford University e-Techniques, 4th Quarter 2011","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 1st Q 2012",2012-02-28,710,197,28.18,66,9.44,33.5,11,2,0,NA,NA,NA,"Stanford University e-Techniques, 1st Quarter 2012","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2Q 2012",2012-06-05,694,176,26,47,6.94,26.7,17,0,2,NA,NA,NA,"Stanford University e-Techniques, 2nd Quarter 2012","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 3Q 2012",2012-08-13,688,161,23.92,50,7.43,31.06,15,2,0,NA,NA,NA,"Stanford University e-Techniques, 3rd Quarter 2012","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Monday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 4Q 2012",2012-10-30,683,197,29.23,86,12.76,43.65,9,0,1,NA,NA,NA,"Stanford University e-Techniques, 4th Quarter 2012","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 1Q 2013",2013-02-20,684,195,28.68,58,8.53,29.74,4,2,0,NA,NA,NA,"Stanford University e-Techniques, 1st Quarter 2013","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2Q 2013",2013-05-30,682,215,32.23,74,11.09,34.42,15,1,2,NA,NA,NA,"Stanford University e-Techniques, 2nd Quarter 2013","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 3Q 2013",2013-08-21,668,198,30,67,10.15,33.84,8,1,1,NA,NA,NA,"Stanford e-Techniques: Unique and Unusual Charitable Gifts","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",58,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 4Q 2013",2013-12-03,665,165,25.19,37,5.65,22.42,10,2,0,NA,NA,NA,"Stanford e-Techniques: Gifts of Business Interests","Inactive","Business Interests","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",50,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 1Q 2014",2014-02-12,663,176,26.87,44,6.72,25,8,1,0,NA,NA,NA,"Stanford e-Techniques: Lifetime Gifts of Retirement Assets","Inactive","IRA","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",58,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2014 2Q",2014-06-09,663,191,29.98,44,6.91,23.04,26,0,0,NA,NA,NA,"Stanford e-Techniques: Legacy Strategies","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Monday","Pre-COVID","Small",40,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2014 3Q",2014-08-15,656,189,29.58,35,5.48,18.52,17,2,0,NA,NA,NA,"Stanford e-Techniques: Choosing the Right Trustee","Inactive","Trusts","Professional
Advisor
Newsletter",NA,NA,"Friday","Pre-COVID","Small",49,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2014-4Q",2014-11-20,661,164,25.47,35,5.43,21.34,17,5,0,NA,NA,NA,"Stanford e-Techniques: Philanthropy for Working Professionals","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",61,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2015-1Q",2015-02-23,672,206,31.31,56,8.51,27.18,14,0,1,NA,NA,NA,"Stanford e-Techniques: Living Happily After ATRA","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Monday","Pre-COVID","Small",48,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2015-2Q",2015-06-09,674,194,29.66,42,6.42,21.65,20,2,0,NA,NA,NA,"Stanford e-Techniques: Benefits of Bargain Sales","Inactive","Real Estate","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",48,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2015-4Q",2015-11-03,656,211,33.6,43,6.85,20.38,28,1,0,NA,NA,NA,"Stanford e-Techniques: The Story of Philanthropy","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",48,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2016-1Q",2016-02-23,655,222,34.47,47,7.3,21.17,11,4,1,NA,NA,NA,"Stanford e-Techniques: A Revolutionary Idea in Charitable Giving","Inactive","Annuities","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",64,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2016-2Q",2016-05-20,654,166,26.56,30,4.8,18.07,29,1,1,NA,NA,NA,"Stanford e-Techniques: The Art and Science of Blended Gifts","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Friday","Pre-COVID","Small",59,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2016-3Q",2016-08-19,654,211,32.81,41,6.38,19.43,11,2,0,NA,NA,NA,"Stanford e-Techniques: Donor Advised Funds","Inactive","DAF","Professional
Advisor
Newsletter",NA,NA,"Friday","Pre-COVID","Small",42,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2016-4Q",2016-12-01,646,178,28.71,33,5.32,18.54,26,1,0,NA,NA,NA,"Stanford e-Techniques: Year-End Gift Solutions","Inactive","Year-End","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",46,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2017-1Q",2017-03-08,643,194,31.09,40,6.41,20.62,19,2,0,NA,NA,NA,"Stanford e-Techniques: Planning that Stays on Track","Inactive","Trusts","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",51,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2017-2Q",2017-05-11,636,204,32.8,27,4.34,13.24,14,0,0,NA,NA,NA,"Stanford e-Techniques: Choosing the Right Asset to Give","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",55,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2017-3Q",2017-08-15,637,199,31.89,42,6.73,21.11,13,0,0,NA,NA,NA,"Stanford e-Techniques: Lessons from Unusual Charitable Gifts","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",60,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2017-4Q",2017-12-05,631,190,31.72,27,4.51,14.21,32,2,0,NA,NA,NA,"Stanford e-Techniques: Year-End Checklists For Successful Gifts","Inactive","Year-End","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",63,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2018-1Q",2018-03-14,671,199,30.47,34,5.21,17.09,18,3,3,NA,NA,NA,"Stanford e-Techniques: Volcanoes and CRTs","Inactive","Trusts","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",41,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2018-2Q",2018-06-05,619,202,33.61,59,9.82,29.21,18,0,1,NA,NA,NA,"Stanford e-Techniques: Planning for Change","Inactive","TCJA","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",42,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2018-3Q",2018-08-29,615,192,31.95,37,6.16,19.27,14,1,0,NA,NA,NA,"Stanford e-Techniques: Gifts of Real Estate","Inactive","Real Estate","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",43,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2018-4Q",2018-12-06,608,171,29.33,27,4.63,15.79,25,3,1,NA,NA,NA,"Stanford e-Techniques: The Right Gift at the Right Time","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",55,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2019-1Q",2019-03-14,602,197,33.62,41,7,20.81,16,5,0,NA,NA,NA,"Stanford e-Techniques: The Flexibility of Donor-Advised Funds","Inactive","DAF","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",61,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2019-2Q",2019-06-06,598,185,31.73,25,4.29,13.51,15,1,0,NA,NA,NA,"Stanford e-Techniques: CGAs... A Highway to Planning","Inactive","Annuities","Professional
Advisor
Newsletter",NA,NA,"Thursday","Pre-COVID","Small",52,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2019-3Q",2019-09-04,600,199,33.9,36,6.13,18.09,13,4,0,NA,NA,NA,"Stanford e-Techniques: Revocable Charitable Gifts","Inactive","Revokable Gifts","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",49,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2019-4Q",2019-12-11,600,186,31.69,48,8.18,25.81,13,0,0,NA,NA,NA,"Stanford e-Techniques: Uncommon Facts about Charitable Deductions","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",65,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2020-3Q (1 of 4)",2020-09-17,580,209,37.19,22,3.91,10.53,18,3,0,NA,NA,NA,"Stanford e-Techniques: Bargain Sale Basics","Inactive","Bargain Sales","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",42,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2020-4Q (2 of 4)",2020-12-09,575,174,31.24,21,3.77,12.07,18,1,0,NA,NA,NA,"Stanford e-Techniques: Customizing for the Best Fit - Blended Gifts","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Post-COVID","Small",67,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2021-1Q (3 of 4)",2021-03-18,571,219,39.39,32,5.76,14.61,15,1,0,NA,NA,NA,"Stanford e-Techniques: A Look at Charitable Organizations","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",57,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2021-2Q (4 of 4)",2021-06-24,566,163,29.53,32,5.8,19.63,14,0,0,NA,NA,NA,"Stanford e-Techniques: Charitable Gifts of Retirement Assets","Inactive","Retirement Assets","Professional
Advisor
Newsletter",NA,NA,"Thursday","Post-COVID","Small",60,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2022-1Q (1 of 4)",2022-03-22,551,253,47.11,39,7.26,15.42,14,1,0,NA,NA,NA,"Stanford e-Techniques: Cryptocurrency and Charitable Giving","Inactive","Cryptocurrency","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",59,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2022-3Q (2 of 4)",2022-09-06,548,258,48.77,28,5.29,10.85,19,3,0,NA,NA,NA,"Stanford e-Techniques: The Nuts and Bolts of Gift Planning","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",58,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques 2022-4Q (3 of 4)",2022-12-13,539,248,46.97,31,5.87,12.5,11,1,1,NA,NA,NA,"Stanford e-Techniques: Giving in an Uncertain Economy","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",53,"Yes","No Punctuation","No","Yes"
"Stanford","Stanford e-Techniques Spring 23 (4 of 4)",2023-05-23,562,276,50.09,29,5.26,10.51,11,0,0,NA,NA,NA,"Stanford e-Techniques: The Right Gift for the Right Time","Inactive","Life Stages","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Post-COVID","Small",56,"Yes","No Punctuation","No","Yes"
"University Hospitals","UH YE TM 2022-11-15",2022-11-15,2248,154,26.37,80,13.7,51.95,1664,1,0,NA,NA,NA,"Smart and comfortable ways to give to UH","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",40,"No","No Punctuation","Yes","No"
"University Hospitals","UH YE TM 2022-11-15 REBLAST",2022-12-06,2248,989,48.6,24,1.18,2.43,213,24,1,NA,NA,NA,"Smart and comfortable ways to give to UH","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Small",40,"No","No Punctuation","Yes","No"
"University of Hawaii","Univ Hawaii e-Tech 4Q 2018 1 of 4",2018-10-30,704,146,22.09,35,5.3,23.97,43,13,0,NA,NA,NA,"The Right Gift at the Right Time","Inactive","Mixed/Other","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",32,"No","No Punctuation","No","Yes"
"University of Hawaii","Univ Hawaii e-Tech 1Q 2019 2 of 4",2019-03-12,676,155,25.45,33,5.42,21.29,67,4,0,NA,NA,NA,"Advisor Advantage: Gifts of Real Estate","Inactive","Real Estate","Professional
Advisor
Newsletter",NA,NA,"Tuesday","Pre-COVID","Small",39,"Yes","No Punctuation","No","Yes"
"University of Hawaii","Univ Hawaii e-Tech 2Q 2019 3 of 4",2019-05-06,660,159,25,17,2.67,10.69,24,5,0,NA,NA,NA,"Advisor Advantage: Charitable Gift Annuities","Inactive","Annuities","Professional
Advisor
Newsletter",NA,NA,"Monday","Pre-COVID","Small",44,"Yes","No Punctuation","No","Yes"
"University of Hawaii","Univ Hawaii e-Tech 3Q 2019 (4 of 4)",2019-09-04,653,148,23.34,22,3.47,14.86,19,4,2,NA,NA,NA,"Advisor Advantage: Revocable Gifts... Effective and Flexible","Inactive","Revokable Gifts","Professional
Advisor
Newsletter",NA,NA,"Wednesday","Pre-COVID","Small",60,"Yes","No Punctuation","No","Yes"
"University of St Thomas","Univ St Thomas YE 2018-12-12 (1 of 2)",2018-12-12,4954,782,23.01,31,0.91,3.96,1556,43,11,NA,NA,NA,"Choose How You Make a Difference","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Large",32,"No","No Punctuation","No","No"
"University of St Thomas","Univ St Thomas TaxTime 2019-03 (2 of 2)",2019-03-27,4353,632,19.36,34,1.04,5.38,1089,24,4,NA,NA,NA,"Tax Time is the Right Time to Plan","Inactive","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Pre-COVID","Large",34,"No","No Punctuation","No","No"
"University of St Thomas","Univ St Thomas Wills TM 2019-07 (1 of 1)",2019-07-09,4093,731,22.19,57,1.73,7.8,799,30,0,NA,NA,NA,"Your will makes great things happen","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Pre-COVID","Large",35,"No","No Punctuation","No","No"
"University of St Thomas","Univ St Thomas YE 2019-12-09 (1 of 3)",2019-12-09,3592,635,20.39,37,1.19,5.83,477,18,5,NA,NA,NA,"The Time is Right","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Monday","Pre-COVID","Large",17,"No","No Punctuation","No","No"
"University of St Thomas","Univ St Thomas Wills 2019-05-27 (2 of 3)",2020-05-27,3588,692,20.77,24,0.72,3.47,257,16,2,NA,NA,NA,"Choose how you make a difference","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",32,"No","No Punctuation","No","No"
"University of St Thomas","Univ St Thomas YE 2020-11-12 (3 of 3)",2020-11-12,4959,684,18.04,30,0.79,4.39,1167,20,4,NA,NA,NA,"More than a gift: your support changes lives.","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",45,"Yes","Period","No","No"
"University of St Thomas","Univ St Thomas Wills 2021-09-28 (1 of 3)",2021-09-28,4024,829,22.52,44,1.2,5.31,343,13,10,NA,NA,NA,"Make a statement with a gift in your will.","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",42,"Yes","Period","No","No"
"University of St Thomas","Univ St Thomas YE 2021-11-30 (2 of 3)",2021-11-30,3959,1041,29.71,54,1.54,5.19,455,20,6,NA,NA,NA,"Ordinary Steps. Extraordinary Impact.","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",37,"Yes","Period","No","No"
"University of St Thomas","Univ St Thomas Wills 2022-06-09 (3 of 3)",2022-06-09,4170,1243,33.14,33,0.88,2.65,419,13,3,NA,NA,NA,"Leave a Legacy of Support for UST","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",33,"No","No Punctuation","No","No"
"UT Austin Education","UTAustin_Education_Legacy_2022-02-08",2022-02-08,8968,2861,41.11,178,2.56,6.22,2008,51,24,NA,NA,NA,"Take steps today. Make an impact for years to come.","Inactive","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",51,"Yes","Period","No","No"
"UT Austin Law","UTAustin_Law_YE_2021-12-02",2021-12-02,7455,2246,32.86,278,4.07,12.38,619,201,4,NA,NA,NA,"Ordinary steps. Extraordinary impact at Texas Law","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",49,"Yes","No Punctuation","No","No"
"UT Austin Law","UTAustin_Law_YE_Resend_2021-12-08",2021-12-08,6872,2164,32.68,135,2.04,6.24,251,45,4,NA,NA,NA,"Join the Texas Law Legacy Challenge","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",35,"No","No Punctuation","No","No"
"UT Austin Natural Sciences","UT_Austin_Nat_Sci_YE_2021-11-01",2021-11-02,14083,3287,27.7,247,2.08,7.51,2215,284,8,NA,NA,NA,"Ordinary steps. Extraordinary impact.","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",37,"Yes","Period","No","No"
"UT San Antonio","UTSA PG e-Newsletter 2020-04-03 (1 of 3)",2020-04-03,29987,5843,24.02,582,2.39,9.96,5659,85,24,NA,NA,NA,"An Important Time to Create Your Legacy through UTSA","Inactive","Wills","Donor-Centric
Newsletter",NA,NA,"Friday","Post-COVID","Large",52,"No","No Punctuation","No","No"
"UT San Antonio","UTSA PG e-Newsletter 2020-09-09 (2 of 3)",2020-09-09,29995,4476,17.43,156,0.61,3.49,4311,125,39,NA,NA,NA,"UTSA Bold Planning: The Power of Caring","Inactive","Mixed/Other","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",39,"Yes","No Punctuation","No","No"
"Winthrop","Winthrop Wills Mailer 2020-07-01 (1 of 3 prepaid)",2020-07-01,1360,369,28.08,1,0.08,0.27,46,1,1,NA,NA,NA,"Your will makes great things happen... we can help.","Inactive","Wills","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",51,"Yes","Period","No","No"
"Winthrop","Winthrop QCD Mailer 2020-09-22 (2 of 3 prepaid)",2020-09-23,4648,878,21.3,9,0.22,1.03,526,17,8,NA,NA,NA,"Support Winthrop with a Gift from Your IRA","Inactive","IRA","Donor-Centric
Target Mailer",NA,NA,"Wednesday","Post-COVID","Large",42,"No","No Punctuation","No","No"
"Winthrop","Winthrop YE Mailer 2020-10-29 (3 of 3 prepaid)",2020-10-29,2900,626,24.62,8,0.31,1.28,357,4,1,NA,NA,NA,"More Than a Gift","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",16,"No","No Punctuation","No","No"
"Winthrop","Winthrop TaxTips Mailer 2021-06-04 (1 of 3 prepaid)",2021-06-04,3050,759,25.83,41,1.4,5.4,111,34,0,NA,NA,NA,"Winning Strategies for 2021","Inactive","Tax Time","Donor-Centric
Target Mailer",NA,NA,"Friday","Post-COVID","Large",27,"No","No Punctuation","No","No"
"Winthrop","Winthrop_Stock_Mailer_2021-09-07_2_of_3_prepaid",2021-09-07,4143,886,24.44,33,0.91,3.72,518,35,3,NA,NA,NA,"Know your giving options","Inactive","Stock","Donor-Centric
Target Mailer",NA,NA,"Tuesday","Post-COVID","Large",24,"No","No Punctuation","No","No"
"Winthrop","Winthrop_YE_Mailer_2021-11-11_3_of_3_prepaid",2021-11-11,4096,1064,29.64,32,0.89,3.01,506,9,0,NA,NA,NA,"Ordinary steps. Extraordinary impact.","Inactive","Year-End","Donor-Centric
Target Mailer",NA,NA,"Thursday","Post-COVID","Large",37,"Yes","Period","No","No"
